,Name,Price,Format,Rating,URL
157,"Guide To Thrive Journal: Your 90 Day Guide To Gratitude, Productivity and Growth.",$12.99,Paperback ,4.9 out of 5 stars,https://www.amazon.com//Guide-Thrive-Journal-Gratitude-Productivity/dp/B094988Y9L/ref=sr_1_170?dchild=1&keywords=self+love&qid=1633860692&sr=8-170
158,The 7 Habits of Self-Loving People: A Powerful Approach to Self-Love,$0.00,Audible Audiobook ,4.0 out of 5 stars,https://www.amazon.com//Habits-Self-Loving-People-Powerful-Self-Love/dp/B01DCKO910/ref=sr_1_171?dchild=1&keywords=self+love&qid=1633860692&sr=8-171
159,"Revolution of the Soul: Awaken to Love Through Raw Truth, Radical Healing, and Conscious Action",$13.99,Hardcover ,4.7 out of 5 stars,https://www.amazon.com//Revolution-Soul-Through-Radical-Conscious/dp/1622039173/ref=sr_1_172?dchild=1&keywords=self+love&qid=1633860692&sr=8-172
160,A Man's Way through Relationships: Learning to Love and Be Loved,$13.44,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Mans-Way-through-Relationships-Learning/dp/193761266X/ref=sr_1_173?dchild=1&keywords=self+love&qid=1633860692&sr=8-173
161,"Confidence & Self-Love Secrets: 4 Manuscripts: Jealousy, Self-Esteem for Women, Self-Compassion, Mental Toughness (Psychology Self-Help, Book 14)",$0.00,Audible Audiobook ,0,https://www.amazon.com//Confidence-Self-Love-Secrets-Manuscripts-Self-Compassion/dp/B07L6QDTL3/ref=sr_1_174?dchild=1&keywords=self+love&qid=1633860692&sr=8-174
162,"Men Don't Love Women Like You!: The Brutal Truth About Dating, Relationships, and How to Go from Placeholder to Game Changer",$0.00,Audible Audiobook ,4.5 out of 5 stars,https://www.amazon.com//Men-Dont-Love-Women-Like-You-audiobook/dp/B01ITS1Y18/ref=sr_1_175?dchild=1&keywords=self+love&qid=1633860692&sr=8-175
163,"SELF-LOVE CLUB - VOLUME 1: Stories From Women Who Have Learned To Love, Accept, and Embrace Themselves, No Matter What",$17.75,Paperback ,4.5 out of 5 stars,https://www.amazon.com//SELF-LOVE-CLUB-Stories-Learned-Themselves/dp/1777017718/ref=sr_1_176?dchild=1&keywords=self+love&qid=1633860692&sr=8-176
164,"Anxiety in Relationship and Codependent No More: The Comprehensive Guide to Revitalize Your Life by Reducing Conflict, Increasing Intimacy & Learning the Language of True Love. Q&A & Case Studies.",$0.00,Kindle ,5.0 out of 5 stars,https://www.amazon.com//Anxiety-Relationship-Codependent-More-Comprehensive-ebook/dp/B09HKS88GX/ref=sr_1_177?dchild=1&keywords=self+love&qid=1633860692&sr=8-177
165,30 Days of Self Love,$10.25,Paperback ,0,https://www.amazon.com//Days-Self-Love-Chelsea-Kai/dp/B09F14PZYN/ref=sr_1_178?dchild=1&keywords=self+love&qid=1633860692&sr=8-178
166,From Heartbreak to Self-Love,$14.99,Paperback ,4.5 out of 5 stars,https://www.amazon.com//Heartbreak-Self-Love-M-Sosa/dp/0995153329/ref=sr_1_179?dchild=1&keywords=self+love&qid=1633860692&sr=8-179
167,"The DBT Skills Workbook for Teens: A Fun Guide to Manage Anxiety and Stress, Understand Your Emotions and Learn Effective Communication Skills",$16.97,Paperback ,4.7 out of 5 stars,https://www.amazon.com//DBT-Skills-Workbook-Teens-Communication/dp/1914986008/ref=sr_1_181?dchild=1&keywords=self+love&qid=1633860692&sr=8-181
168,"Love Me, Don't Leave Me: Overcoming Fear of Abandonment and Building Lasting, Loving Relationships",$16.01,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Love-Dont-Leave-Abandonment-Relationships/dp/1608829529/ref=sr_1_182?dchild=1&keywords=self+love&qid=1633860692&sr=8-182
169,This Year I Will...: A 52-Week Guided Journal to Achieve Your Goals,$11.61,Paperback ,4.6 out of 5 stars,https://www.amazon.com//This-Year-Will-52-Week-Journal/dp/1641523670/ref=sr_1_183?dchild=1&keywords=self+love&qid=1633860692&sr=8-183
170,The CBT Workbook for Mental Health: Evidence-Based Exercises to Transform Negative Thoughts and Manage Your Well-Being,$16.19,Paperback ,4.8 out of 5 stars,https://www.amazon.com//CBT-Workbook-Mental-Health-Evidence-Based/dp/1647398053/ref=sr_1_184?dchild=1&keywords=self+love&qid=1633860692&sr=8-184
171,Black Girls Love Themselves: A Self-Love Journal with Prompts,$9.99,Paperback ,0,https://www.amazon.com//Black-Girls-Love-Themselves-Self-Love/dp/B09FS598VS/ref=sr_1_187?dchild=1&keywords=self+love&qid=1633860692&sr=8-187
172,The Essential Self Compassion Workbook for Teens: Overcome Your Inner Critic and Fully Embrace Yourself,$13.72,Paperback ,4.8 out of 5 stars,https://www.amazon.com//Essential-Self-Compassion-Workbook-Teens/dp/1646117778/ref=sr_1_188?dchild=1&keywords=self+love&qid=1633860692&sr=8-188
173,"Let's Chat About Love: Romantic Love, Self Love and the Ultimate, God's Love",$15.00,Paperback ,5.0 out of 5 stars,https://www.amazon.com//Lets-Chat-About-Love-Romantic/dp/B09BY28661/ref=sr_1_189?dchild=1&keywords=self+love&qid=1633860692&sr=8-189
174,Better Daily Self-Care Habits: Simple Changes with Lifelong Impact (Habits series),$13.49,Paperback ,5.0 out of 5 stars,https://www.amazon.com//Better-Daily-Self-Care-Habits-Lifelong/dp/1648769799/ref=sr_1_190?dchild=1&keywords=self+love&qid=1633860692&sr=8-190
175,Rediscovery after RecoverRecovery: War for each promise. Declare truth. Expect even more in faith.,$25.00,Kindle ,0,https://www.amazon.com//Rediscovery-after-RecoverRecovery-promise-Declare-ebook/dp/B09J2VFBNK/ref=sr_1_191?dchild=1&keywords=self+love&qid=1633860692&sr=8-191
176,"It's Your Body: Move It, Love It, Live",$8.49,Kindle ,5.0 out of 5 stars,https://www.amazon.com//Its-Your-Body-Move-Love-ebook/dp/B09D8WYWM9/ref=sr_1_192?dchild=1&keywords=self+love&qid=1633860692&sr=8-192
177,The Maxx METHOD: How to Love Yourself and Become Who You Are Meant to Be,$16.99,Paperback ,4.8 out of 5 stars,https://www.amazon.com//Maxx-METHOD-Yourself-Become-Meant/dp/1641843985/ref=sr_1_193?dchild=1&keywords=self+love&qid=1633860696&sr=8-193
178,"Fierce Self-Compassion: How Women Can Harness Kindness to Speak Up, Claim Their Power, and Thrive",$20.49,Hardcover ,4.7 out of 5 stars,https://www.amazon.com//Fierce-Self-Compassion-Harness-Kindness-Thrive/dp/006299106X/ref=sr_1_195?dchild=1&keywords=self+love&qid=1633860696&sr=8-195
179,"Mental Health Journal for Men: Creative Prompts, Practices, and Exercises to Bolster Wellness",$13.49,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Mental-Health-Journal-Men-Practices/dp/1647396255/ref=sr_1_196?dchild=1&keywords=self+love&qid=1633860696&sr=8-196
180,breathe.: a guided healing journal for black men,$13.49,Paperback ,4.8 out of 5 stars,https://www.amazon.com//breathe-guided-healing-journal-black/dp/0578739356/ref=sr_1_197?dchild=1&keywords=self+love&qid=1633860696&sr=8-197
181,I Am The Love Of My Life: Unbroken,$16.00,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Am-Love-My-Life-Unbroken/dp/1512356573/ref=sr_1_198?dchild=1&keywords=self+love&qid=1633860696&sr=8-198
182,24 Owls Coloring Calendar 2022: Mini Calendar Monthly Planner With Love Kindness Gratitude Happiness Quotes,$11.45,Paperback ,0,https://www.amazon.com//Owls-Coloring-Calendar-2022-Gratitude/dp/B09HFXWT2Y/ref=sr_1_199?dchild=1&keywords=self+love&qid=1633860696&sr=8-199
183,Spiritual Self Care for Black Women: A Spiritual Journal for Self-Discovery. 12 Month Notebook & Guided Planner with Prompts & Self Reflection Activities,$9.99,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Spiritual-Self-Care-Black-Women/dp/B08TQ4T6ZF/ref=sr_1_200?dchild=1&keywords=self+love&qid=1633860696&sr=8-200
184,"Love, Sex and Philosophy",$14.89,Paperback ,4.7 out of 5 stars,https://www.amazon.com//Love-Sex-Philosophy-Travis-Woods/dp/0646822527/ref=sr_1_201?dchild=1&keywords=self+love&qid=1633860696&sr=8-201
185,Self-Love Project: Self-Love Accountability Journal,$15.00,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Self-Love-Project-Accountability-Journal/dp/B08RRMT2HZ/ref=sr_1_202?dchild=1&keywords=self+love&qid=1633860696&sr=8-202
186,"The Passion Principles: The Key to a More Fulfilling, More Creative Life",$0.00,Kindle ,4.2 out of 5 stars,https://www.amazon.com//Passion-Principles-More-Fulfilling-Creative-ebook/dp/B01HIMLZ2E/ref=sr_1_204?dchild=1&keywords=self+love&qid=1633860696&sr=8-204
187,A Dose of Self Love,$11.11,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Dose-Self-Love-Cosmic-Byron/dp/1798072874/ref=sr_1_205?dchild=1&keywords=self+love&qid=1633860696&sr=8-205
188,"What Happened to You?: Conversations on Trauma, Resilience, and Healing",$0.00,Audible Audiobook ,4.7 out of 5 stars,https://www.amazon.com//What-Happened-You-Conversations-Resilience/dp/B08PW4Q284/ref=sr_1_206?dchild=1&keywords=self+love&qid=1633860696&sr=8-206
189,Laundry Love: Finding Joy in a Common Chore,$22.99,Hardcover ,4.7 out of 5 stars,https://www.amazon.com//Laundry-Love-Finding-Common-Chore/dp/1250235197/ref=sr_1_207?dchild=1&keywords=self+love&qid=1633860696&sr=8-207
190,"But first, Self-Love",$15.99,Paperback ,5.0 out of 5 stars,https://www.amazon.com//But-first-Self-Love-L-Mondini/dp/B092L18X2Q/ref=sr_1_208?dchild=1&keywords=self+love&qid=1633860696&sr=8-208
191,How to Love Yourself (and Sometimes Other People): Spiritual Advice for Modern Relationships,$0.00,Audible Audiobook ,4.5 out of 5 stars,https://www.amazon.com//Love-Yourself-Sometimes-Other-People/dp/B07MTPBQVP/ref=sr_1_209?dchild=1&keywords=self+love&qid=1633860696&sr=8-209
192,"Self Esteem for Women: a Comprehensive Guide to Overcome Doubt and Insecurity, Improve Your Confidence and Build a Strong Mental Attitude through both ... Practical Workbooks (Self Help for Women)",$0.00,Kindle ,4.8 out of 5 stars,https://www.amazon.com//Self-Esteem-Women-Comprehensive-Theoretical-ebook/dp/B08MCP7BHG/ref=sr_1_210?dchild=1&keywords=self+love&qid=1633860696&sr=8-210
193,Radical Compassion: Learning to Love Yourself and Your World with the Practice of RAIN,$13.99,Kindle ,4.8 out of 5 stars,https://www.amazon.com//Radical-Compassion-Learning-Yourself-Practice-ebook/dp/B07QXG5HPH/ref=sr_1_211?dchild=1&keywords=self+love&qid=1633860696&sr=8-211
194,I Love Me... Self Gratitude: Notebook,$8.99,Paperback ,5.0 out of 5 stars,https://www.amazon.com//Love-Me-Self-Gratitude-Notebook/dp/B09GZFBCJD/ref=sr_1_212?dchild=1&keywords=self+love&qid=1633860696&sr=8-212
195,How To Get Unstuck From The Negative Muck: A Kid's Guide To Getting Rid Of Negative Thinking (How To Get Unstuck From The Negative Muck - Series),$12.37,Paperback ,4.6 out of 5 stars,https://www.amazon.com//How-Get-Unstuck-Negative-Muck/dp/0985360925/ref=sr_1_213?dchild=1&keywords=self+love&qid=1633860696&sr=8-213
196,Tales of a Future Cat Lady,$7.99,Kindle Edition ,5.0 out of 5 stars,https://www.amazon.com//Tales-Future-Lady-Starr-M-D-ebook/dp/B09HZ322G8/ref=sr_1_214?dchild=1&keywords=self+love&qid=1633860696&sr=8-214
197,How to Forgive When You Can't: The Breakthrough Guide to Free Your Heart and Mind - 4th EDITION,$13.95,Paperback ,4.5 out of 5 stars,https://www.amazon.com//How-Forgive-When-You-Cant/dp/0982430744/ref=sr_1_215?dchild=1&keywords=self+love&qid=1633860696&sr=8-215
198,Divine Love Self Healing,$14.99,Paperback ,4.5 out of 5 stars,https://www.amazon.com//Divine-Love-Healing-Robert-Fritchie/dp/099769050X/ref=sr_1_216?dchild=1&keywords=self+love&qid=1633860696&sr=8-216
199,The Book of Light: Illuminate Your Life with Self-Love,$12.99,Paperback ,4.7 out of 5 stars,https://www.amazon.com//Book-Light-Illuminate-Your-Self-Love/dp/1788173929/ref=sr_1_217?dchild=1&keywords=self+love&qid=1633860696&sr=8-217
200,Please Love Me at My Worst,$12.99,Paperback ,0,https://www.amazon.com//Please-Love-Me-My-Worst/dp/1524868698/ref=sr_1_218?dchild=1&keywords=self+love&qid=1633860696&sr=8-218
201,Life Styled by You: a 30 day workbook to cultivating self love,$18.99,Paperback ,4.9 out of 5 stars,https://www.amazon.com//Life-Styled-You-workbook-cultivating/dp/1662913451/ref=sr_1_219?dchild=1&keywords=self+love&qid=1633860696&sr=8-219
202,"Winning the War in Your Mind: Change Your Thinking, Change Your Life",$15.99,Hardcover ,4.8 out of 5 stars,https://www.amazon.com//Winning-War-Your-Mind-Thinking/dp/0310362725/ref=sr_1_220?dchild=1&keywords=self+love&qid=1633860696&sr=8-220
203,A Love for Me: Poetry Book for Woman,$10.99,Paperback ,4.5 out of 5 stars,https://www.amazon.com//Love-Me-Poetry-Book-Woman/dp/B08GV8ZVJZ/ref=sr_1_221?dchild=1&keywords=self+love&qid=1633860696&sr=8-221
204,"How do you get Over Someone?: A-to-Z on how to get Over Lost Love, how to get Over Someone you Loved, Getting Over Someone you Love, Getting Over a Crush, get Over a Broken Heart",$13.58,Paperback ,4.7 out of 5 stars,https://www.amazon.com//How-you-get-Over-Someone/dp/B098DZPRKB/ref=sr_1_222?dchild=1&keywords=self+love&qid=1633860696&sr=8-222
205,"Learn to Love Yourself Again: A Step-by-Step Guide to Conquer Self-Hatred, Ditch Self-Loathing, & Cultivate Self-Compassion (Mental & Emotional Wellness)",$10.96,Paperback ,4.5 out of 5 stars,https://www.amazon.com//Learn-Yourself-Again-Step-Step/dp/B08JF2DH3S/ref=sr_1_223?dchild=1&keywords=self+love&qid=1633860696&sr=8-223
206,"Daily Rituals: Positive Affirmations to Attract Love, Happiness and Peace",$6.99,Paperback ,4.7 out of 5 stars,https://www.amazon.com//Daily-Rituals-Positive-Affirmations-Happiness/dp/0995411980/ref=sr_1_224?dchild=1&keywords=self+love&qid=1633860696&sr=8-224
207,"Self Love for Women: The 7 day Revolution: Love Yourself & You Will Be Loved High Self-Esteem, Confidence, Self-Awareness, Inner Peace, Hypnosis, Affirmations, Anxiety & Power of Letting Go",$0.00,Kindle ,0,https://www.amazon.com//Self-Love-Women-Self-Awareness-Affirmations-ebook/dp/B09J1KPSJK/ref=sr_1_225?dchild=1&keywords=self+love&qid=1633860696&sr=8-225
208,The Magic Is Inside You: Powerful & Positive Thinking For Confident Kids,$14.00,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Magic-Inside-You-Powerful-Confident/dp/1985557258/ref=sr_1_226?dchild=1&keywords=self+love&qid=1633860696&sr=8-226
209,"My Mini Book of Mighty Mantras: A Daily Dose of Love, Wisdom, and Mindfulness... A daily reminder of our power, purpose, and potential. (My Mini Books Series 1)",$2.99,Kindle ,4.6 out of 5 stars,https://www.amazon.com//Mini-Book-Mighty-Mantras-Mindfulness-ebook/dp/B07LHCXPD3/ref=sr_1_227?dchild=1&keywords=self+love&qid=1633860696&sr=8-227
210,"Self Care Journal For Women: Self Love, Self Discovery Journal, Setting Boundaries, Improving Self Esteem, Happiness and Joy",$14.99,Paperback ,5.0 out of 5 stars,https://www.amazon.com//Self-Care-Journal-Women-Boundaries/dp/B09F1CGQ8X/ref=sr_1_228?dchild=1&keywords=self+love&qid=1633860696&sr=8-228
211,Affirmations for Self-Love and Healing: For the Aching Heart and Anxious Mind,$8.77,Paperback ,4.9 out of 5 stars,https://www.amazon.com//Affirmations-Self-Love-Healing-Aching-Anxious/dp/B08M88KPG1/ref=sr_1_229?dchild=1&keywords=self+love&qid=1633860696&sr=8-229
212,"10,000+ Positive Affirmations: Affirmations for Health, Success, Wealth, Love, Happiness, Fitness, Weight Loss, Self-Esteem, Confidence, Sleep, Healing, Abundance, Motivational Quotes, and Much More!",$0.00,Audible Audiobook ,4.7 out of 5 stars,https://www.amazon.com//000-Positive-Affirmations-Self-Esteem-Motivational/dp/B08SH51GDN/ref=sr_1_230?dchild=1&keywords=self+love&qid=1633860696&sr=8-230
213,"Happy Mindset Little Journal: Kids Interactive Journal Prompts and Daily Activities to Help Children Develop a Growth Mindset. Colorful, Self-Learning and Fun! (Ages 6-12)",$12.95,Paperback ,4.7 out of 5 stars,https://www.amazon.com//Happy-Mindset-Little-Journal-Self-Learning/dp/0578781379/ref=sr_1_231?dchild=1&keywords=self+love&qid=1633860696&sr=8-231
214,Clarity & Connection,$14.99,Paperback ,4.9 out of 5 stars,https://www.amazon.com//Clarity-Connection-Yung-Pueblo/dp/1524860484/ref=sr_1_232?dchild=1&keywords=self+love&qid=1633860696&sr=8-232
215,Train Your Dragon To Love Himself: A Dragon Book To Give Children Positive Affirmations. A Cute Children Story To Teach Kids To Love Who They Are. (My Dragon Books) (Volume 13),$12.95,Paperback ,4.7 out of 5 stars,https://www.amazon.com//Train-Your-Dragon-Love-Himself/dp/1948040360/ref=sr_1_233?dchild=1&keywords=self+love&qid=1633860696&sr=8-233
216,"30-Day Journal to Build Self Love: Journaling to Strengthen the Mind and Soul, for All Ages, Self Help and Love, Building Good Habits",$14.99,Paperback ,5.0 out of 5 stars,https://www.amazon.com//30-Day-Journal-Build-Self-Love/dp/B09HG2FC45/ref=sr_1_234?dchild=1&keywords=self+love&qid=1633860696&sr=8-234
217,The Self-Compassion Deck (50 Mindfulness-Based Practices),$16.99,Cards ,4.5 out of 5 stars,https://www.amazon.com//Self-Compassion-Deck-50-Mindfulness-Based-Practices/dp/1683730380/ref=sr_1_235?dchild=1&keywords=self+love&qid=1633860696&sr=8-235
218,Essence way of self love,$5.99,Kindle ,5.0 out of 5 stars,https://www.amazon.com//Essence-self-love-Tiffanie-Ferguson-ebook/dp/B09HWLGSGV/ref=sr_1_237?dchild=1&keywords=self+love&qid=1633860696&sr=8-237
219,Positive You: A Personal Growth Journal for Women,$13.49,Paperback ,4.8 out of 5 stars,https://www.amazon.com//Positive-You-Personal-Growth-Journal/dp/1648766714/ref=sr_1_238?dchild=1&keywords=self+love&qid=1633860696&sr=8-238
220,MEN WHO CAN'T LOVE,$9.99,Kindle ,4.6 out of 5 stars,https://www.amazon.com//MEN-CANT-LOVE-Steven-Carter-ebook/dp/B006VOMKV6/ref=sr_1_240?dchild=1&keywords=self+love&qid=1633860696&sr=8-240
221,Your Soul's Love: Living the Love You Planned Before You Were Born,$0.00,Audible Audiobook ,4.7 out of 5 stars,https://www.amazon.com//Your-Souls-Love-Living-Planned/dp/B095PLJ8RV/ref=sr_1_241?dchild=1&keywords=self+love&qid=1633860700&sr=8-241
222,Spiritual Self Care for Black Women: Practical and Inspiring Ways to Love Yourself More,$0.00,Audible Audiobook ,4.9 out of 5 stars,https://www.amazon.com//Spiritual-Self-Care-Black-Women/dp/B09BZT1ZRD/ref=sr_1_242?dchild=1&keywords=self+love&qid=1633860700&sr=8-242
223,The Mental Health Mixtape for Black Men: Holistic Workbook and Journal With Activities To Improve Wellness and Alleviate Depression and Anxiety for Black Men Who Want To Do the Work,$12.99,Paperback ,5.0 out of 5 stars,https://www.amazon.com//Mental-Health-Mixtape-Black-Men/dp/B0991CGWFM/ref=sr_1_243?dchild=1&keywords=self+love&qid=1633860700&sr=8-243
224,"A Gay Man's Guide to Life: Get Real, Stand Tall, and Take Your Place",$0.00,Audible Audiobook ,4.5 out of 5 stars,https://www.amazon.com//Gay-Mans-Guide-Life-Stand/dp/B08CYB847R/ref=sr_1_244?dchild=1&keywords=self+love&qid=1633860700&sr=8-244
225,Unfu*k Yourself: Get Out of Your Head and into Your Life,$0.00,Audible Audiobook ,4.6 out of 5 stars,https://www.amazon.com//Unfu-k-Yourself-Gary-John-Bishop-audiobook/dp/B0731QJ482/ref=sr_1_245?dchild=1&keywords=self+love&qid=1633860700&sr=8-245
226,Rebundle: Self Love Guide,$20.00,Paperback ,0,https://www.amazon.com//Rebundle-Self-Guide-Qween-Shak/dp/B09FNP49KM/ref=sr_1_246?dchild=1&keywords=self+love&qid=1633860700&sr=8-246
227,The Self Confidence Workbook: A Guide to Overcoming Self-Doubt and Improving Self-Esteem,$13.26,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Self-Confidence-Workbook-Overcoming-Self-Esteem/dp/1641521481/ref=sr_1_247?dchild=1&keywords=self+love&qid=1633860700&sr=8-247
228,The Positive Thinking Workbook: Quiet Your Inner Critic and Build a Strong Foundation for a Positive Mindset (Workbook Series),$16.19,Paperback ,4.7 out of 5 stars,https://www.amazon.com//Positive-Thinking-Workbook-Foundation-Mindset/dp/164876827X/ref=sr_1_248?dchild=1&keywords=self+love&qid=1633860700&sr=8-248
229,The 5 Commandments of Self-Love: A Journey of Honoring and Accepting Yourself,$15.07,Kindle ,5.0 out of 5 stars,https://www.amazon.com//Commandments-Self-Love-Honoring-Accepting-Yourself-ebook/dp/B082J6HGSF/ref=sr_1_249?dchild=1&keywords=self+love&qid=1633860700&sr=8-249
230,Your Body Is Not an Apology Workbook: Tools for Living Radical Self-Love,$13.99,Paperback ,4.8 out of 5 stars,https://www.amazon.com//Your-Body-Not-Apology-Workbook/dp/1523091169/ref=sr_1_250?dchild=1&keywords=self+love&qid=1633860700&sr=8-250
231,you are enough: a tale of healing and self-love,$9.00,Paperback ,4.4 out of 5 stars,https://www.amazon.com//you-are-enough-healing-self-love/dp/1097626121/ref=sr_1_251?dchild=1&keywords=self+love&qid=1633860700&sr=8-251
232,"Words of Wisdom for Teens (The Complete Collection, Book 1-3): Books to Help Teen Girls Conquer Negative Thinking, Be Positive, and Live with Confidence",$24.95,Paperback ,5.0 out of 5 stars,https://www.amazon.com//Words-Wisdom-Teens-Complete-Collection/dp/1952719100/ref=sr_1_252?dchild=1&keywords=self+love&qid=1633860700&sr=8-252
233,"Awakening the Goddess: 33 Sacred Practices for Healing, Self-Love & Embodying the Divine Feminine",$14.97,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Awakening-Goddess-Practices-Self-Love-Embodying/dp/1724688197/ref=sr_1_253?dchild=1&keywords=self+love&qid=1633860700&sr=8-253
234,"Here Sister, Let Me Help You Up: Messages of Sisterhood, Self-Care, and Body Love",$14.49,Hardcover ,5.0 out of 5 stars,https://www.amazon.com//Here-Sister-Let-Help-You/dp/1250276446/ref=sr_1_254?dchild=1&keywords=self+love&qid=1633860700&sr=8-254
235,"Black Girl Magic Notebook: Journal to promote self love and self care for women.: 120 Pages 6""x9"" Gift for African American Women",$9.99,Paperback ,0,https://www.amazon.com//Black-Girl-Magic-Notebook-American/dp/B09B1L6RH5/ref=sr_1_255?dchild=1&keywords=self+love&qid=1633860700&sr=8-255
236,She Speaks Self Love: A Young Woman's Guide to Self Love,$15.00,Paperback ,5.0 out of 5 stars,https://www.amazon.com//She-Speaks-Self-Love-Womans/dp/B08D4VSBV8/ref=sr_1_256?dchild=1&keywords=self+love&qid=1633860700&sr=8-256
237,How to Love Yourself: A Guide to Building Your Self-Esteem When You Don't Know Where to Start,$7.99,Paperback ,4.0 out of 5 stars,https://www.amazon.com//How-Love-Yourself-Building-Self-Esteem/dp/1502394138/ref=sr_1_257?dchild=1&keywords=self+love&qid=1633860700&sr=8-257
238,Confidence: Your Practical Training: How to Develop Healthy Self Esteem and Deep Self Confidence to Be Successful and Become True Friends with Yourself (Master Your Emotional Intelligence),$0.00,Kindle ,4.3 out of 5 stars,https://www.amazon.com//Confidence-Practical-Training-Successful-Psychology-ebook/dp/B01G96L7SC/ref=sr_1_258?dchild=1&keywords=self+love&qid=1633860700&sr=8-258
239,"Feelings First Shadow Work: A Simple Approach to Self Love and Emotional Mastery (With Journal Prompts) (Self Love and Shadow Work - From Awakening to Ascended - Emotional Mastery, Book 1)",$0.00,Audible Audiobook ,4.6 out of 5 stars,https://www.amazon.com//Feelings-First-Shadow-Work-Emotional/dp/B095ZZ81SZ/ref=sr_1_260?dchild=1&keywords=self+love&qid=1633860700&sr=8-260
240,"You Are Amazing As Fuck Love Your Self, A Self Care Journal For Black Women: Funny Guided Self Care Journal For Women And Teens, manifestation journal for black women",$6.99,Paperback ,0,https://www.amazon.com//Amazing-Fuck-Journal-Black-Women/dp/B09FS9NF8W/ref=sr_1_261?dchild=1&keywords=self+love&qid=1633860700&sr=8-261
241,Self-Care Check-In: A Guided Journal to Build Healthy Habits and Devote Time to You,$11.69,Paperback ,4.5 out of 5 stars,https://www.amazon.com//Self-Care-Check-Guided-Journal-Healthy/dp/1646116607/ref=sr_1_262?dchild=1&keywords=self+love&qid=1633860700&sr=8-262
242,"Exhale: A Self Care Coloring Book | Celebrating Black Women, Brown Women and Good Vibes",$9.95,Paperback ,4.8 out of 5 stars,https://www.amazon.com//Exhale-Coloring-Celebrating-Black-Women/dp/1734879742/ref=sr_1_263?dchild=1&keywords=self+love&qid=1633860700&sr=8-263
243,"Love, Only Better: An Empowering Novel for Women",$1.99,Kindle ,4.0 out of 5 stars,https://www.amazon.com//Love-Only-Better-Empowering-Novel-ebook/dp/B099P7XPV6/ref=sr_1_264?dchild=1&keywords=self+love&qid=1633860700&sr=8-264
244,"Becoming Your Favorite Self: A Journal on Self Love, Self Discovery And All The Mess In Between",$16.00,Paperback ,0,https://www.amazon.com//Becoming-Your-Favorite-Self-Discovery/dp/B09HVLLYZC/ref=sr_1_265?dchild=1&keywords=self+love&qid=1633860700&sr=8-265
245,A Note to Self: Planting seeds of self-love.,$12.99,Paperback ,0,https://www.amazon.com//Note-Self-Planting-seeds-self-love/dp/B09DMW31SL/ref=sr_1_266?dchild=1&keywords=self+love&qid=1633860700&sr=8-266
246,Growing Stronger: Cultivate inner peace & stand out by becoming the best version of yourself,$14.95,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Growing-Stronger-Cultivate-becoming-yourself/dp/B08YNVFC6V/ref=sr_1_267?dchild=1&keywords=self+love&qid=1633860700&sr=8-267
247,"Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents",$10.59,Paperback ,4.8 out of 5 stars,https://www.amazon.com//Adult-Children-Emotionally-Immature-Parents/dp/1626251703/ref=sr_1_268?dchild=1&keywords=self+love&qid=1633860700&sr=8-268
248,The Power of Your Subconscious Mind,$1.99,Kindle ,4.6 out of 5 stars,https://www.amazon.com//Power-Your-Subconscious-Mind-ebook/dp/B0773RQ55P/ref=sr_1_269?dchild=1&keywords=self+love&qid=1633860700&sr=8-269
249,"Choose Love: Boho Journal, Lined Notebook, Boho Aesthetic Lined Journal, Minimalist Design",$7.99,Paperback ,0,https://www.amazon.com//Choose-Love-Notebook-Aesthetic-Minimalist/dp/B09GZPFB36/ref=sr_1_270?dchild=1&keywords=self+love&qid=1633860700&sr=8-270
250,A Mother's Love A Son's Regret: Years Later: Includes Three Exclusive Poems,$4.99,Paperback ,4.6 out of 5 stars,https://www.amazon.com//Mothers-Love-Sons-Regret-Exclusive/dp/197320911X/ref=sr_1_271?dchild=1&keywords=self+love&qid=1633860700&sr=8-271
251,"Self-Love Workbook for Women and the power of women Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are: Release Self-Doubt, Build ... Who You Are Paperback – September 29, 2020",$5.99,Paperback ,0,https://www.amazon.com//Self-Love-Workbook-Release-Self-Doubt-Self-Compassion/dp/B097XB7CN8/ref=sr_1_272?dchild=1&keywords=self+love&qid=1633860700&sr=8-272
252,You're Not Enough (And That's Okay): Escaping the Toxic Culture of Self-Love,$16.00,Hardcover ,4.8 out of 5 stars,https://www.amazon.com//Youre-Not-Enough-Thats-Self-Love/dp/0593083849/ref=sr_1_273?dchild=1&keywords=self+love&qid=1633860700&sr=8-273
